employee_id,age,experience_years,education_level,department,skill_level,technical_skill_score,communication_score,leadership_score,problem_solving_score,task_id,task_complexity,required_skill_level,deadline_days,workload_hours,task_priority,team_size,previous_task_success_rate,attendance_rate,performance_rating,idle_time_hours,conflict_rate,allocation_status
3654,54,1,Diploma,IT,High,75,58,42,97,1063,Medium,High,11,10,Medium,5,82,96,Excellent,5,3,Reassignment Required
3655,53,1,PhD,Marketing,High,46,68,44,64,3228,High,Low,25,3,High,6,79,72,Average,4,3,Optimal
3656,27,14,Diploma,Finance,Medium,44,45,56,99,4849,High,Expert,20,4,High,7,88,94,Average,1,0,Reassignment Required
3657,57,22,PhD,Operations,Low,97,84,37,83,7332,Low,Medium,16,4,High,2,85,81,Good,4,0,Suboptimal
3658,23,28,Diploma,Finance,Medium,68,89,99,74,4938,High,Medium,25,10,High,5,71,98,Good,1,2,Optimal
3659,50,16,PhD,Marketing,Expert,55,97,79,48,2515,Medium,Expert,8,4,Medium,2,88,94,Excellent,2,0,Optimal
3660,25,6,Diploma,R&D,Low,45,86,96,45,9771,Medium,Expert,28,11,Medium,4,78,75,Excellent,2,4,Suboptimal
3661,22,29,PhD,Operations,High,53,94,55,65,7313,Medium,Expert,17,6,Low,3,93,92,Poor,1,3,Suboptimal
3662,40,27,Diploma,HR,Expert,97,66,65,77,8786,Medium,Medium,23,7,Medium,4,86,74,Poor,3,3,Suboptimal
3663,47,13,PhD,R&D,Medium,91,46,50,78,3158,High,Expert,23,7,Medium,8,89,76,Poor,0,0,Suboptimal
3664,46,11,Diploma,R&D,Medium,41,66,81,97,3125,Low,Expert,26,7,High,4,96,75,Good,2,4,Reassignment Required
3665,31,29,Bachelor,IT,Low,64,58,40,66,7396,Low,High,4,2,Low,4,90,90,Average,3,0,Suboptimal
3666,36,16,Master,Marketing,Low,70,56,37,79,3283,Low,Expert,7,7,Critical,7,87,88,Poor,4,0,Reassignment Required
3667,43,13,PhD,IT,Medium,89,80,86,98,7236,Medium,Expert,11,2,Medium,5,84,83,Good,2,4,Suboptimal
3668,42,5,Diploma,IT,Medium,89,50,75,70,8809,High,Medium,27,7,Critical,5,65,87,Poor,5,4,Suboptimal
3669,43,18,Bachelor,Finance,Low,52,44,31,42,4105,High,Medium,11,11,High,3,66,90,Good,5,1,Suboptimal
3670,57,23,PhD,R&D,Expert,99,41,93,63,4552,High,Low,11,7,High,8,65,83,Good,3,3,Reassignment Required
3671,55,5,PhD,Marketing,High,57,86,81,54,4475,High,Medium,26,4,Critical,2,94,77,Excellent,0,0,Suboptimal
3672,51,26,PhD,IT,Low,56,95,94,93,2838,High,Medium,26,4,Critical,9,84,83,Average,5,2,Reassignment Required
3673,46,17,Master,HR,Expert,84,51,40,45,9413,High,Medium,21,7,Low,8,80,90,Good,4,0,Optimal
3674,49,23,Diploma,Operations,Medium,67,81,35,50,9053,Low,Medium,21,3,Medium,2,76,88,Average,2,0,Optimal
3675,22,4,Diploma,Marketing,High,51,81,93,69,1895,Medium,Expert,15,6,Medium,2,85,95,Poor,5,2,Suboptimal
3676,25,23,PhD,Finance,Expert,74,91,84,74,6609,Low,Low,5,11,Medium,4,76,72,Excellent,2,3,Suboptimal
3677,28,23,PhD,Marketing,High,61,50,73,87,6913,High,Medium,6,4,Medium,3,66,84,Excellent,0,1,Suboptimal
3678,30,5,PhD,R&D,High,78,49,43,77,4411,Medium,Expert,23,6,Low,4,84,90,Average,1,4,Suboptimal
3679,57,1,Bachelor,Finance,High,40,67,34,82,4008,Medium,Medium,5,4,High,3,93,99,Excellent,5,1,Optimal
3680,40,7,PhD,Operations,Expert,76,46,54,79,4670,Medium,Low,9,3,Critical,6,85,85,Excellent,2,0,Reassignment Required
3681,22,14,Master,HR,Expert,60,53,79,68,3890,Medium,High,28,5,High,5,65,94,Poor,1,0,Suboptimal
3682,31,14,Diploma,IT,Medium,40,52,31,62,7285,High,High,11,6,Low,7,69,84,Poor,0,2,Optimal
3683,57,10,Master,Marketing,High,43,44,39,81,2408,High,Low,25,7,Medium,7,76,83,Excellent,5,2,Reassignment Required
3684,30,21,PhD,Finance,Low,71,90,31,81,4872,Medium,Expert,23,3,High,7,73,84,Excellent,0,0,Suboptimal
3685,53,21,Bachelor,Operations,Low,97,81,89,94,5677,High,Expert,26,4,Medium,9,62,93,Average,5,1,Optimal
3686,53,23,PhD,IT,Low,40,47,74,42,8446,Medium,Low,3,4,Critical,4,75,76,Poor,3,1,Suboptimal
3687,27,0,PhD,Operations,Expert,52,89,37,65,7489,High,High,20,7,High,6,64,74,Excellent,2,3,Suboptimal
3688,59,17,PhD,HR,Medium,85,40,87,53,4458,Medium,Medium,4,2,Medium,2,82,78,Excellent,4,0,Optimal
3689,38,11,PhD,IT,Expert,86,44,36,58,5397,High,High,23,8,Low,7,86,85,Poor,5,4,Suboptimal
3690,31,11,PhD,IT,High,56,50,50,60,6883,Low,Medium,15,9,Critical,6,64,97,Poor,4,4,Suboptimal
3691,48,24,Diploma,IT,Low,51,91,76,99,9088,Low,Low,18,8,Medium,7,96,71,Poor,5,1,Optimal
3692,56,10,Master,Finance,Expert,46,82,30,60,8406,High,Low,27,5,Medium,5,97,91,Good,0,2,Suboptimal
3693,42,27,Bachelor,IT,Low,94,87,41,48,4600,High,Low,5,8,Low,7,77,92,Good,4,2,Reassignment Required
3694,46,7,PhD,Operations,Expert,90,49,77,52,8071,Low,High,11,2,Critical,5,71,76,Average,4,1,Suboptimal
3695,49,27,Bachelor,Finance,Low,94,54,33,80,6468,High,Low,11,9,Low,7,80,81,Good,5,3,Optimal
3696,36,6,Diploma,IT,High,42,78,63,97,6007,Medium,High,4,11,Critical,7,66,96,Good,4,0,Suboptimal
3697,25,22,Master,Operations,Low,89,86,61,92,7297,High,Expert,16,11,Medium,5,76,98,Good,3,4,Suboptimal
3698,50,20,PhD,Operations,High,65,68,32,83,5690,High,Medium,26,4,Medium,8,68,85,Good,3,1,Suboptimal
3699,30,1,Diploma,Marketing,High,70,64,97,85,6686,Low,Medium,11,10,Critical,9,83,73,Excellent,5,2,Reassignment Required
3700,48,10,Diploma,Operations,Expert,75,87,86,76,4496,Low,Medium,25,2,Medium,7,70,71,Excellent,0,0,Suboptimal
3701,47,21,Master,R&D,Expert,65,45,53,77,4472,High,Low,1,7,High,6,84,86,Excellent,5,4,Optimal
3702,40,9,PhD,HR,Expert,42,50,62,84,8226,Medium,Medium,26,2,Medium,8,96,86,Good,4,3,Optimal
3703,49,2,Master,IT,High,83,56,32,84,5561,High,Low,13,9,Critical,2,66,72,Good,0,1,Optimal
3704,38,19,Master,IT,Medium,94,54,33,63,8614,Medium,High,19,4,High,4,76,85,Average,0,0,Optimal
3705,41,28,Bachelor,IT,Medium,67,55,59,77,3358,Medium,Low,6,5,Critical,7,78,92,Average,0,4,Suboptimal
3706,44,9,Bachelor,Operations,High,83,95,99,85,9250,High,Medium,27,7,High,8,80,96,Average,3,3,Reassignment Required
3707,53,27,Master,Operations,High,56,41,78,50,8257,Medium,Low,20,5,High,2,68,74,Good,3,2,Optimal
3708,54,26,Bachelor,IT,Expert,77,75,59,68,7213,Low,Low,19,9,Low,9,67,76,Excellent,2,0,Suboptimal
3709,26,17,Diploma,R&D,Expert,86,58,45,84,9376,Medium,High,6,10,Low,8,86,97,Good,5,1,Reassignment Required
3710,55,13,Master,Finance,Expert,69,77,82,83,8605,Medium,Low,13,6,High,8,82,82,Good,4,4,Reassignment Required
3711,32,17,PhD,Finance,Medium,41,89,35,87,3619,Medium,Medium,11,2,High,3,69,78,Poor,5,2,Optimal
3712,24,27,PhD,HR,Medium,47,60,53,77,1577,Low,Low,19,9,High,3,61,77,Good,1,2,Suboptimal
3713,54,23,Diploma,Marketing,High,53,50,57,80,6243,Low,Expert,7,3,Low,4,66,70,Average,3,4,Suboptimal
3714,32,7,PhD,HR,Medium,76,80,50,56,9262,High,Low,12,7,Low,7,61,99,Poor,5,4,Suboptimal
3715,37,9,PhD,IT,Expert,74,42,37,91,1555,Medium,Expert,16,7,Low,7,75,73,Poor,5,4,Suboptimal
3716,39,21,Master,IT,Expert,81,73,65,87,1851,Low,Medium,1,8,High,5,65,90,Good,1,0,Optimal
3717,51,12,Diploma,IT,Expert,78,57,38,65,4640,Medium,Expert,25,10,High,4,75,76,Good,4,1,Reassignment Required
3718,31,20,Master,Marketing,Expert,50,54,69,65,2912,Medium,Expert,15,2,Critical,6,84,80,Average,4,2,Reassignment Required
3719,39,7,Diploma,Operations,Expert,54,64,80,51,3730,High,Expert,13,11,Medium,9,69,77,Average,3,3,Optimal
3720,59,3,Master,Marketing,Low,41,93,30,57,6419,Medium,Expert,10,9,Medium,7,68,77,Good,1,4,Reassignment Required
3721,40,26,Master,HR,High,76,89,92,48,3365,Low,Expert,18,6,Low,5,91,89,Average,5,1,Reassignment Required
3722,57,3,Bachelor,Operations,High,82,90,97,42,8538,High,Low,4,7,Low,4,91,99,Average,0,3,Optimal
3723,34,4,PhD,Operations,Medium,71,54,55,49,1266,High,High,22,9,Medium,4,61,80,Good,0,0,Optimal
3724,24,0,Diploma,HR,Expert,79,69,69,82,4916,Medium,Expert,6,9,Low,8,80,76,Average,5,2,Reassignment Required
3725,31,16,PhD,Operations,Low,52,56,32,41,8328,Medium,Medium,27,8,High,6,62,97,Poor,3,1,Optimal
3726,59,1,Bachelor,Finance,Expert,82,57,38,47,3326,Low,Medium,8,8,Medium,6,93,80,Poor,1,1,Suboptimal
3727,22,29,Diploma,HR,Expert,56,70,61,91,3801,Medium,Low,24,2,High,2,88,87,Average,3,2,Suboptimal
3728,48,7,Bachelor,HR,Medium,54,89,96,82,6552,Low,High,20,9,Medium,3,79,94,Poor,0,2,Reassignment Required
3729,29,6,PhD,Finance,Low,72,82,33,57,3034,Medium,High,22,4,Medium,4,82,91,Excellent,4,4,Optimal
3730,38,14,Master,Marketing,Low,90,57,35,91,8453,Low,Expert,9,6,Low,8,96,73,Average,3,2,Suboptimal
3731,30,25,Bachelor,Marketing,High,55,94,55,78,1984,Medium,Medium,23,5,High,2,67,75,Poor,0,1,Optimal
3732,27,24,Bachelor,Marketing,Expert,90,74,31,70,5099,High,Medium,29,11,High,5,95,76,Excellent,4,4,Reassignment Required
3733,46,4,Master,Operations,Low,52,52,95,53,7463,Low,Low,8,4,Critical,5,73,79,Excellent,5,2,Reassignment Required
3734,49,1,PhD,Finance,High,94,53,32,78,2075,High,Expert,24,11,High,3,82,77,Average,3,3,Optimal
3735,54,6,Bachelor,HR,Low,61,98,64,72,2023,High,Medium,18,6,High,5,86,73,Good,3,3,Optimal
3736,58,7,PhD,HR,Expert,62,75,88,68,4897,High,Expert,7,4,Low,3,74,78,Excellent,0,2,Optimal
3737,30,27,Master,HR,High,75,57,67,83,7970,High,High,19,10,Critical,5,94,75,Average,0,1,Suboptimal
3738,39,6,Diploma,Operations,Low,82,44,62,99,9471,Low,Expert,23,10,High,9,81,86,Good,4,4,Reassignment Required
3739,42,29,Bachelor,Operations,Medium,89,53,44,72,2111,Medium,Expert,18,7,Low,5,95,88,Excellent,2,4,Reassignment Required
3740,23,6,PhD,R&D,Low,89,64,43,74,6080,High,Low,1,4,Medium,4,74,83,Excellent,4,4,Suboptimal
3741,59,27,Master,Marketing,Expert,49,83,95,41,8981,Medium,Low,11,6,High,6,91,70,Excellent,3,0,Suboptimal
3742,57,13,Master,R&D,Medium,56,96,74,74,3075,Low,High,9,9,Low,4,77,75,Average,3,2,Suboptimal
3743,58,20,Bachelor,R&D,Low,69,78,77,71,4942,Medium,High,10,10,Medium,2,90,91,Average,3,0,Reassignment Required
3744,36,17,Diploma,Operations,Low,52,51,73,75,1271,Low,Expert,10,4,High,9,95,76,Good,5,0,Optimal
3745,49,5,Bachelor,Marketing,High,69,79,66,85,1189,Medium,Medium,1,6,High,6,84,70,Excellent,0,3,Optimal
3746,39,3,PhD,Marketing,Expert,96,92,58,94,9737,Low,Expert,27,3,Low,4,69,86,Poor,3,4,Reassignment Required
3747,55,9,Master,HR,Low,85,92,63,89,5014,Low,High,17,3,Medium,6,99,90,Good,3,0,Reassignment Required
3748,43,17,Diploma,Operations,Low,69,67,88,62,9142,Medium,Low,27,3,Medium,6,73,90,Poor,4,1,Optimal
3749,32,11,PhD,Marketing,Low,46,74,72,44,5943,High,Low,12,7,Medium,6,85,86,Excellent,0,2,Suboptimal
3750,34,15,Bachelor,R&D,Expert,49,93,62,86,5866,High,High,12,4,Medium,5,78,76,Average,4,1,Suboptimal
3751,25,24,Master,Finance,Medium,74,40,48,55,1768,Medium,Expert,19,11,High,6,89,83,Poor,2,4,Reassignment Required
3752,43,6,Bachelor,Finance,Expert,41,42,37,79,6166,High,Medium,17,6,Medium,9,98,76,Average,4,3,Reassignment Required
3753,28,5,Diploma,Operations,High,69,82,60,63,8589,High,Low,7,9,Low,5,71,91,Excellent,4,1,Reassignment Required
3754,45,27,Diploma,HR,High,58,89,40,92,5798,Low,Expert,23,6,Low,7,90,82,Good,2,1,Reassignment Required
3755,25,4,Diploma,HR,Expert,78,46,37,97,1464,Medium,Medium,11,3,High,6,77,92,Poor,4,0,Optimal
3756,49,2,Diploma,Marketing,Low,76,48,54,79,3600,High,High,24,7,Low,5,61,97,Average,3,1,Optimal
3757,36,11,Diploma,Operations,Low,99,75,49,67,1916,High,Expert,2,3,Critical,6,73,91,Poor,3,3,Reassignment Required
3758,22,14,Bachelor,Finance,Medium,42,62,67,64,7126,High,Medium,16,9,High,2,79,95,Excellent,1,1,Optimal
3759,24,9,Diploma,R&D,Expert,64,63,36,46,8151,Medium,Expert,23,3,Critical,4,98,87,Good,0,1,Suboptimal
3760,35,25,Diploma,Marketing,Expert,73,49,68,77,1065,High,Low,9,8,Medium,7,79,90,Excellent,3,4,Suboptimal
3761,59,19,Master,R&D,Low,94,89,49,46,2904,High,High,27,5,Critical,6,93,76,Average,5,3,Reassignment Required
3762,22,18,Diploma,Marketing,High,97,94,40,94,8193,High,Low,10,5,High,2,93,71,Excellent,0,1,Suboptimal
3763,59,15,Master,IT,High,61,87,45,90,5571,Low,Low,21,9,Medium,9,96,90,Good,4,4,Reassignment Required
3764,59,27,Master,R&D,Medium,77,51,71,61,7716,Medium,Expert,10,5,Low,9,62,88,Excellent,1,2,Optimal
3765,42,10,Master,Operations,Medium,53,58,81,61,7973,High,High,3,9,High,4,94,83,Average,5,1,Reassignment Required
3766,50,7,Bachelor,R&D,High,78,71,66,66,4808,Low,Expert,25,10,Medium,3,92,94,Excellent,3,1,Suboptimal
3767,26,2,Bachelor,R&D,Expert,93,63,81,96,8565,Medium,Medium,17,9,High,7,78,95,Poor,5,4,Reassignment Required
3768,31,22,PhD,Marketing,Medium,41,61,38,72,8861,Low,High,28,5,Medium,7,90,70,Poor,4,4,Optimal
3769,49,6,PhD,Finance,Low,71,42,64,84,2960,Low,Low,14,6,High,6,81,85,Poor,1,4,Optimal
3770,42,22,Master,IT,Expert,82,79,96,71,3747,Medium,Low,19,7,High,3,86,76,Poor,5,1,Reassignment Required
3771,28,28,Bachelor,R&D,Low,92,66,36,78,1043,High,Low,18,10,High,4,97,95,Good,4,0,Suboptimal
3772,24,6,Diploma,Finance,Medium,42,58,31,71,4842,High,Expert,18,6,High,4,87,85,Average,0,0,Reassignment Required
3773,41,13,PhD,HR,High,80,48,54,40,5705,Low,Expert,14,3,Critical,6,80,89,Poor,4,4,Reassignment Required
3774,40,1,Bachelor,IT,Medium,47,98,70,49,2888,Medium,Expert,3,8,Medium,2,79,81,Poor,4,0,Suboptimal
3775,56,9,Diploma,IT,High,65,90,81,84,4898,Medium,High,10,7,Medium,6,97,74,Poor,4,2,Reassignment Required
3776,25,18,Diploma,Marketing,Expert,71,88,94,43,6883,High,High,23,4,High,9,72,86,Poor,1,0,Optimal
3777,26,25,Bachelor,R&D,Medium,50,52,67,68,9911,Low,High,13,9,High,2,88,90,Average,5,0,Optimal
3778,22,8,PhD,HR,Medium,89,41,96,46,1690,High,High,22,4,Low,8,80,96,Excellent,4,1,Suboptimal
3779,25,15,Bachelor,Marketing,Medium,40,75,71,77,7842,Medium,Medium,12,11,Medium,6,92,93,Poor,1,0,Optimal
3780,33,18,PhD,Operations,Expert,54,68,83,45,9301,Medium,Low,9,5,Critical,9,91,82,Excellent,1,4,Optimal
3781,48,17,Master,Finance,Low,43,50,96,92,5558,High,Expert,26,10,Medium,2,87,83,Average,2,1,Suboptimal
3782,44,8,Bachelor,Finance,Low,43,73,93,50,9706,High,Expert,29,5,Medium,9,73,91,Excellent,4,0,Reassignment Required
3783,46,15,Bachelor,Marketing,High,67,43,33,94,8720,Medium,Medium,27,3,Medium,9,81,98,Excellent,3,2,Reassignment Required
3784,42,12,PhD,Finance,Medium,49,43,60,48,9828,Low,Low,10,10,Low,5,96,85,Good,1,1,Suboptimal
3785,45,9,PhD,R&D,Low,50,91,42,69,4328,Medium,Low,19,11,Critical,2,93,82,Excellent,4,1,Suboptimal
3786,46,24,Bachelor,Finance,Expert,89,40,56,61,6312,Low,Medium,16,9,High,2,76,87,Excellent,3,1,Reassignment Required
3787,53,19,Diploma,R&D,Medium,62,64,88,97,1626,High,High,29,5,Critical,4,92,87,Excellent,0,0,Optimal
3788,53,13,Diploma,Operations,High,86,65,94,78,1069,High,Low,21,7,High,3,92,96,Poor,3,4,Reassignment Required
3789,26,11,Diploma,HR,Low,42,50,93,48,8549,Low,High,25,7,High,6,97,78,Poor,1,3,Optimal
3790,57,24,Master,IT,Expert,78,62,54,94,6613,Medium,Medium,3,3,Critical,4,85,97,Good,1,3,Optimal
3791,37,18,Master,Marketing,Expert,78,41,66,77,5319,Medium,Expert,12,10,Low,3,98,70,Good,1,3,Suboptimal
3792,54,6,PhD,Marketing,High,56,58,43,90,6961,Low,Expert,8,7,Low,4,66,97,Excellent,5,0,Optimal
3793,42,22,Master,R&D,Low,61,68,53,85,4977,Low,Expert,25,6,High,7,84,71,Poor,2,2,Suboptimal
3794,30,14,Diploma,Operations,Medium,91,79,96,72,8500,Low,Expert,27,3,Low,4,89,77,Excellent,3,1,Optimal
3795,27,15,Bachelor,Operations,Expert,66,94,77,65,9059,Low,Low,15,11,Low,6,92,82,Poor,5,1,Reassignment Required
3796,56,26,Master,IT,High,95,91,94,55,7784,Medium,High,11,2,Low,7,98,75,Good,4,4,Optimal
3797,43,7,Master,HR,Expert,55,43,67,48,2634,High,Expert,23,8,Low,5,87,88,Average,4,1,Reassignment Required
3798,26,9,Diploma,Marketing,Expert,55,96,99,62,3543,Medium,Expert,13,5,High,4,77,88,Average,1,4,Suboptimal
3799,44,3,Master,R&D,Low,79,55,88,54,8353,Low,Expert,6,8,Low,6,69,99,Excellent,3,0,Suboptimal
3800,38,18,PhD,Operations,Low,42,86,41,58,1768,Medium,Medium,13,6,Critical,2,61,96,Good,5,3,Optimal
3801,33,18,Bachelor,Marketing,Medium,91,76,83,81,6764,Low,Low,11,2,Critical,3,73,94,Poor,0,4,Reassignment Required
3802,44,27,Diploma,R&D,Expert,86,66,80,55,3603,Low,Medium,6,6,High,8,72,71,Excellent,3,4,Optimal
3803,37,20,PhD,Finance,High,72,44,67,64,1991,Low,High,6,5,Medium,6,60,79,Excellent,4,1,Suboptimal
3804,24,26,Diploma,Marketing,Expert,81,54,75,74,1488,Low,Expert,5,2,Low,5,91,74,Poor,1,0,Reassignment Required
3805,51,14,PhD,HR,High,41,62,39,90,9179,Medium,Low,7,11,Critical,8,84,92,Excellent,3,3,Suboptimal
3806,43,13,Bachelor,R&D,Expert,78,88,38,52,5152,Low,Low,23,3,Medium,6,69,91,Poor,2,0,Suboptimal
3807,30,0,Bachelor,HR,High,85,42,81,85,1511,Medium,Low,23,10,Critical,6,74,99,Good,1,3,Optimal
3808,50,15,PhD,Marketing,Expert,87,57,80,46,6697,Medium,Medium,19,2,Critical,9,88,70,Good,2,2,Optimal
3809,58,9,PhD,Finance,Expert,66,82,51,73,1734,High,Medium,11,11,Medium,2,76,82,Average,5,0,Optimal
3810,44,18,PhD,HR,Medium,99,65,97,97,6678,Medium,Medium,6,5,Low,3,99,81,Good,1,2,Optimal
3811,34,29,PhD,Operations,Low,54,45,34,53,4309,High,Medium,25,9,High,8,82,79,Poor,4,3,Suboptimal
3812,53,21,PhD,R&D,Low,46,98,58,62,9562,High,High,9,6,High,7,66,72,Good,0,4,Suboptimal
3813,44,2,PhD,Marketing,High,84,83,35,62,5701,High,Expert,20,11,High,3,95,84,Good,3,2,Reassignment Required
3814,38,4,Bachelor,Finance,Expert,96,93,98,56,2859,Medium,Expert,25,8,Low,5,65,99,Poor,5,3,Optimal
3815,42,8,PhD,Operations,Expert,81,97,87,52,8719,High,Medium,18,3,Low,7,61,74,Poor,3,3,Reassignment Required
3816,23,17,Master,Marketing,Low,48,56,72,97,1916,Low,Medium,8,5,Critical,7,91,97,Good,1,2,Optimal
3817,58,10,Bachelor,Finance,High,80,85,98,66,7909,Medium,Medium,18,5,High,3,64,88,Excellent,5,0,Reassignment Required
3818,27,15,Diploma,Operations,Medium,45,77,66,41,8264,Low,High,5,2,High,2,78,88,Good,0,4,Reassignment Required
3819,39,1,Bachelor,HR,Medium,95,81,87,76,7681,Medium,High,6,9,Critical,5,61,90,Poor,0,3,Optimal
3820,51,11,Diploma,Marketing,Medium,96,87,66,69,3662,High,Low,2,4,Critical,2,82,98,Poor,5,0,Optimal
3821,43,21,Diploma,Marketing,Expert,51,89,55,43,5692,High,Expert,25,5,Medium,2,99,82,Excellent,4,3,Suboptimal
3822,54,5,Master,HR,High,69,66,71,69,2335,Medium,Medium,22,3,Medium,7,63,77,Excellent,2,3,Suboptimal
3823,51,10,PhD,IT,Low,94,59,45,42,6050,High,Low,24,11,Low,6,63,95,Good,3,3,Optimal
3824,38,26,PhD,Operations,Expert,59,45,51,97,1761,Low,Expert,4,6,High,6,70,77,Good,1,0,Optimal
3825,53,7,Bachelor,HR,Expert,59,90,52,53,3131,Low,Low,19,6,Critical,6,79,99,Average,0,1,Optimal
3826,35,11,PhD,Marketing,Medium,93,74,76,50,5814,High,High,4,4,High,7,73,93,Poor,3,4,Optimal
3827,31,28,Master,Operations,High,85,51,96,79,1301,Medium,High,16,9,Low,8,94,75,Good,3,4,Reassignment Required
3828,57,26,Bachelor,Operations,High,66,87,32,62,8740,Medium,Low,1,2,High,4,73,78,Poor,3,1,Reassignment Required
3829,55,29,Bachelor,IT,Medium,59,42,41,80,4694,Low,Low,16,3,Critical,2,62,83,Poor,5,3,Reassignment Required
3830,30,1,Bachelor,Marketing,Medium,98,87,52,87,3701,High,Expert,1,2,Critical,3,74,74,Poor,0,1,Reassignment Required
3831,49,8,PhD,Finance,Medium,46,43,40,71,9805,High,Medium,24,7,Critical,5,80,85,Excellent,4,2,Suboptimal
3832,32,14,PhD,IT,Expert,79,96,81,42,7214,Low,Expert,17,5,Low,4,61,83,Poor,3,2,Optimal
3833,35,1,PhD,IT,Expert,79,91,79,81,6644,Medium,Expert,5,11,Critical,6,80,79,Good,0,0,Reassignment Required
3834,40,28,Bachelor,Finance,Expert,69,84,86,40,6520,High,High,26,2,Medium,7,69,92,Average,0,0,Reassignment Required
3835,36,0,Bachelor,Finance,Low,47,43,93,48,1668,Medium,High,16,8,Critical,8,86,86,Excellent,1,2,Optimal
3836,49,9,Diploma,IT,Low,41,43,75,87,3128,Medium,Low,25,10,High,4,78,85,Average,4,1,Reassignment Required
3837,45,1,Diploma,Operations,High,53,78,58,48,7738,Low,High,3,6,Critical,7,71,89,Good,4,0,Reassignment Required
3838,29,11,PhD,HR,Medium,49,60,99,99,1217,Medium,Expert,10,8,Critical,4,75,86,Excellent,4,1,Suboptimal
3839,30,22,Bachelor,HR,Medium,89,83,75,51,9940,Low,Low,18,5,High,2,67,85,Average,5,0,Reassignment Required
3840,54,7,PhD,IT,Expert,57,41,45,40,5220,High,Low,21,5,Low,2,96,79,Excellent,0,4,Optimal
3841,54,4,PhD,Operations,Low,57,55,80,55,9392,Medium,High,28,5,Low,7,84,87,Poor,0,1,Reassignment Required
3842,40,21,Diploma,Finance,Medium,55,46,40,69,3621,Low,Medium,18,6,Low,3,83,75,Good,4,2,Suboptimal
3843,24,27,Master,R&D,High,91,58,40,47,6139,Low,High,26,9,Low,5,99,86,Good,5,2,Suboptimal
3844,31,0,PhD,IT,Medium,44,82,92,85,1721,Medium,Low,17,5,Critical,5,77,78,Good,0,0,Optimal
3845,22,14,Master,Marketing,Expert,91,72,82,85,2881,Low,Low,11,8,Critical,6,80,91,Poor,4,1,Suboptimal
3846,50,5,Master,Operations,Expert,70,48,87,49,2432,High,Medium,9,10,Medium,3,67,77,Poor,1,3,Reassignment Required
3847,55,11,Bachelor,Marketing,Low,76,76,48,72,6181,Medium,Expert,11,7,Low,9,78,95,Poor,2,2,Optimal
3848,34,7,Bachelor,Marketing,High,59,97,61,77,3320,High,Low,26,5,High,5,89,95,Good,5,2,Reassignment Required
3849,22,12,PhD,IT,High,62,56,79,80,7950,Low,Medium,27,6,High,8,86,77,Poor,2,1,Optimal
3850,55,18,Diploma,Operations,Medium,71,66,84,90,8177,High,Expert,9,9,High,4,95,81,Good,2,1,Suboptimal
3851,50,26,Diploma,Marketing,High,81,72,70,61,9890,Low,High,17,5,High,9,95,87,Excellent,2,0,Suboptimal
3852,34,0,PhD,Operations,Medium,56,88,99,55,1621,Low,Medium,20,5,Medium,4,85,71,Excellent,1,3,Reassignment Required
3853,50,10,PhD,HR,Medium,52,51,50,58,1459,High,Expert,5,8,Medium,5,79,72,Poor,0,2,Suboptimal
3854,45,19,Diploma,R&D,Low,88,96,55,50,8225,Medium,Low,12,7,Medium,4,73,96,Poor,1,1,Reassignment Required
3855,47,0,Master,Marketing,High,89,84,30,92,9491,Medium,Low,18,2,Low,7,92,93,Poor,3,2,Suboptimal
3856,38,29,PhD,Marketing,Expert,52,95,56,50,9141,Medium,Medium,27,10,Critical,4,68,80,Excellent,5,3,Suboptimal
3857,28,7,Master,Operations,Medium,56,50,79,53,6375,High,High,25,6,High,7,82,93,Poor,0,4,Reassignment Required
3858,34,4,PhD,R&D,Medium,99,52,95,78,4452,High,Medium,25,11,High,6,89,90,Excellent,4,4,Suboptimal
3859,26,16,PhD,HR,Medium,54,70,94,98,8312,High,Low,16,3,Medium,4,87,99,Average,3,3,Optimal
3860,47,29,Master,Marketing,High,65,52,39,65,6925,High,Expert,9,6,Low,7,90,82,Poor,3,1,Suboptimal
3861,24,7,Master,IT,High,83,77,66,83,2821,Medium,High,8,9,Medium,5,85,87,Average,5,4,Optimal
3862,28,24,Diploma,Operations,High,67,65,98,59,7431,Medium,Expert,6,7,High,2,95,80,Good,1,1,Optimal
3863,22,9,PhD,Operations,Medium,81,70,70,59,1988,Low,Medium,17,9,High,4,95,83,Good,3,0,Optimal
3864,38,1,Bachelor,Marketing,Expert,84,61,75,94,9405,High,Medium,14,6,Medium,9,70,89,Excellent,1,2,Optimal
3865,46,8,Bachelor,HR,Expert,69,45,74,44,1531,Medium,Expert,26,5,High,5,71,73,Excellent,3,0,Optimal
3866,24,23,PhD,Marketing,High,82,59,56,40,3917,Medium,Expert,21,11,Critical,4,61,92,Excellent,1,4,Suboptimal
3867,36,22,PhD,Finance,Expert,74,60,94,50,7885,Medium,Expert,24,4,Critical,8,99,73,Average,0,4,Suboptimal
3868,50,2,PhD,Marketing,Medium,61,49,37,86,4619,Medium,Medium,28,3,Medium,3,63,79,Good,3,1,Reassignment Required
3869,53,17,Master,R&D,High,49,58,96,49,7564,Medium,Expert,14,10,Critical,7,91,91,Excellent,1,4,Reassignment Required
3870,47,6,Bachelor,R&D,High,50,74,78,86,4060,Medium,Low,4,2,Critical,6,93,96,Excellent,2,1,Reassignment Required
